685.2	365.2	66.0	76.0	50.0
719.60004	370.40002	32.0	90.0	32.0
127.600006	28.800003	72.0	50.0	64.0
134.0	66.0	52.0	26.0	62.0
137.20001	91.200005	40.0	22.0	42.0
144.40001	177.6	30.0	48.0	50.0
106.8	180.40001	46.0	44.0	46.0
49.600002	181.6	70.0	42.0	40.0
64.8	226.8	126.0	38.0	50.0
83.200005	274.0	42.0	60.0	50.0
144.0	253.20001	32.0	104.0	50.0
20.400002	274.40002	38.0	60.0	50.0
78.0	410.40002	50.0	50.0	62.0
83.200005	422.80002	82.0	72.0	30.0
115.600006	463.2	24.0	22.0	36.0
254.00002	365.2	54.0	170.0	58.0
328.0	364.0	40.0	158.0	50.0
396.40002	503.60004	84.0	44.0	50.0
414.40002	384.00003	38.0	194.0	50.0
83.600006	744.0	114.0	40.0	50.0
16.800001	778.80005	34.0	44.0	66.0
83.600006	814.4	114.0	38.0	50.0
76.0	962.00006	134.0	74.0	50.0
120.4	940.4	50.0	32.0	58.0
284.40002	933.2	80.0	88.0	50.0
284.40002	804.80005	84.0	50.0	66.0
284.40002	858.80005	78.0	38.0	44.0
490.40002	774.4	60.0	64.0	56.0
511.60004	821.60004	50.0	160.0	174.0
504.0	974.00006	100.0	52.0	50.0
714.4	786.4	94.0	34.0	30.0
731.2	874.4	60.0	36.0	30.0
729.2	921.60004	58.0	32.0	34.0
669.60004	940.80005	34.0	20.0	16.0
724.80005	981.2	66.0	36.0	28.0
606.4	913.2	50.0	28.0	20.0
583.60004	985.2	42.0	30.0	24.0
728.80005	717.60004	80.0	32.0	32.0
910.80005	446.40002	54.0	70.0	50.0
984.4	460.00003	32.0	46.0	86.0
980.00006	436.80002	28.0	46.0	50.0
933.60004	522.0	70.0	42.0	26.0
934.80005	586.0	66.0	30.0	28.0
927.2	633.60004	52.0	38.0	22.0
920.00006	684.0	54.0	28.0	28.0
926.4	731.2	50.0	36.0	24.0
922.4	779.60004	62.0	30.0	24.0
928.80005	824.00006	50.0	26.0	28.0
944.4	839.2	22.0	22.0	14.0
925.2	873.60004	44.0	28.0	28.0
967.2	868.80005	20.0	14.0	10.0
931.2	926.00006	54.0	28.0	26.0
930.80005	972.80005	76.0	38.0	20.0
900.00006	241.20001	34.0	148.0	50.0
952.4	290.40002	54.0	50.0	50.0
963.2	240.00002	42.0	48.0	50.0
981.2	200.0	36.0	42.0	50.0
953.60004	126.00001	48.0	38.0	26.0
941.60004	69.2	88.0	48.0	50.0
925.60004	14.0	68.0	30.0	32.0
774.80005	133.6	32.0	78.0	50.0
752.80005	189.20001	76.0	30.0	50.0
670.4	150.40001	32.0	108.0	50.0
729.2	134.40001	32.0	78.0	50.0
700.4	112.8	26.0	34.0	50.0
768.4	36.0	40.0	74.0	50.0
676.80005	35.6	102.0	74.0	70.0
598.80005	27.6	50.0	56.0	50.0
510.40002	33.2	126.0	68.0	50.0
634.80005	166.0	32.0	62.0	34.0
594.0	166.0	30.0	68.0	38.0
543.2	164.8	60.0	80.0	46.0
481.6	172.40001	34.0	62.0	50.0
436.80002	107.200005	32.0	24.0	24.0
420.00003	160.8	56.0	58.0	50.0
546.0	108.8	160.0	22.0	16.0
311.6	189.6	76.0	38.0	22.0
248.00002	190.40001	52.0	40.0	50.0
238.00002	158.40001	32.0	50.0	16.0
258.80002	125.600006	68.0	62.0	68.0
268.0	37.600002	94.0	76.0	88.0
412.80002	967.2	26.0	36.0	26.0
287.2	989.60004	58.0	22.0	28.0
296.40002	552.80005	44.0	40.0	24.0
350.40002	568.0	68.0	34.0	32.0
984.80005	685.2	24.0	38.0	16.0
256.80002	463.2	42.0	34.0	20.0
