774.80005	133.6	32.0	78.0	50.0
752.80005	189.20001	76.0	30.0	50.0
670.4	150.40001	32.0	108.0	50.0
729.2	134.40001	32.0	78.0	50.0
700.4	112.8	26.0	34.0	50.0
768.4	36.0	40.0	74.0	50.0
676.80005	35.6	102.0	74.0	70.0
598.80005	27.6	50.0	56.0	50.0
510.40002	33.2	126.0	68.0	50.0
634.80005	166.0	32.0	62.0	34.0
594.0	166.0	30.0	68.0	38.0
543.2	164.8	60.0	80.0	46.0
481.6	172.40001	34.0	62.0	50.0
436.80002	107.200005	32.0	24.0	24.0
420.00003	160.8	56.0	58.0	50.0
546.0	108.8	160.0	22.0	16.0
311.6	189.6	76.0	38.0	22.0
248.00002	190.40001	52.0	40.0	50.0
238.00002	158.40001	32.0	50.0	16.0
258.80002	125.600006	68.0	62.0	68.0
268.0	37.600002	94.0	76.0	88.0
412.80002	967.2	26.0	36.0	26.0
287.2	989.60004	58.0	22.0	28.0
296.40002	552.80005	44.0	40.0	24.0
350.40002	568.0	68.0	34.0	32.0
984.80005	685.2	24.0	38.0	16.0
256.80002	463.2	42.0	34.0	20.0
837.2	105.600006	42.0	212.0	0.0
539.2	246.80002	512.0	22.0	0.0
836.00006	246.8	42.0	34.0	0.0
939.2	366.40002	124.0	28.0	0.0
836.00006	364.80002	42.0	18.0	0.0
829.60004	482.40002	30.0	186.0	0.0
829.2	874.00006	30.0	252.0	0.0
829.2	662.0	30.0	128.0	0.0
191.6	878.00006	42.0	244.0	0.0
322.40002	759.60004	160.0	26.0	0.0
353.6	931.2	62.0	98.0	0.0
78.4	537.2	156.0	146.0	0.0
277.2	507.60004	102.0	48.0	0.0
191.6	588.80005	38.0	274.0	0.0
136.8	394.40002	22.0	46.0	0.0
82.4	134.40001	160.0	36.0	0.0
657.60004	552.0	50.0	50.0	0.0
708.80005	621.60004	162.0	48.0	0.0
539.2	358.40002	82.0	78.0	0.0
445.2	395.6	24.0	222.0	0.0
670.4	294.80002	82.0	26.0	0.0
762.4	339.6	62.0	118.0	0.0
622.80005	396.00003	54.0	122.0	0.0
737.60004	517.2	112.0	118.0	0.0
768.4	442.40002	50.0	30.0	0.0
368.40002	107.200005	290.0	210.0	0.0
281.2	709.2	120.0	60.0	0.0
696.80005	823.2	186.0	354.0	0.0
930.4	697.60004	138.0	616.0	0.0
541.60004	504.80005	76.0	218.0	0.0
578.80005	510.80005	60.0	80.0	0.0
484.00003	637.60004	32.0	50.0	0.0
501.6	441.2	50.0	50.0	0.0
329.2	614.4	210.0	70.0	0.0
570.80005	818.0	66.0	164.0	0.0
192.40001	290.40002	38.0	130.0	0.0
78.0	336.0	156.0	26.0	0.0
190.40001	406.00003	36.0	66.0	0.0
191.6	106.40001	36.0	208.0	0.0
836.00006	315.6	48.0	52.0	0.0
666.80005	502.40002	50.0	50.0	0.0
945.60004	89.600006	106.0	176.0	0.0
650.0	526.0	50.0	50.0	0.0
564.4	575.60004	50.0	48.0	0.0
534.4	605.2	50.0	48.0	0.0
432.00003	643.2	50.0	50.0	0.0
504.40002	626.4	30.0	50.0	0.0
576.80005	557.60004	50.0	50.0	0.0
601.2	648.0	62.0	52.0	0.0
732.80005	464.00003	50.0	50.0	0.0
708.4	406.00003	50.0	50.0	0.0
712.80005	468.80002	50.0	50.0	0.0
740.80005	392.80002	50.0	50.0	0.0
334.0	302.80002	118.0	50.0	0.0
736.80005	24.400002	50.0	50.0	0.0
637.2	23.6	50.0	50.0	0.0
950.00006	256.0	98.0	166.0	0.0
76.4	838.80005	152.0	50.0	0.0
253.6	882.80005	50.0	232.0	0.0
346.0	714.80005	24.0	50.0	0.0
363.6	728.0	50.0	24.0	0.0
363.6	644.4	50.0	50.0	0.0
246.00002	686.4	50.0	50.0	0.0
432.00003	704.80005	54.0	50.0	0.0
438.80002	841.2	54.0	176.0	0.0
537.60004	285.6	126.0	30.0	0.0
77.200005	670.80005	156.0	66.0	0.0
